nom,longitude,latitude,fonctionnel,secteur,type,materiel,nombe_place,toiture,image,date_creation,zone,trame_verte,aire_repos,limite,date_collecte,agent_collecteur,info_modifier_le,geometry
Reposoire  379,1.216125,6.168627,True,Campus Sud,Table banc,Béton,4.0,,,,Zone résidentielles 2,,,limite UL,2024-11-01 23:42:32,Ambroise DANSOU ,2024-11-01 23:42:32,POINT (302609.68746208143 682175.2647479573)
Reposoire  380,1.216196,6.168651,True,Campus Sud,Table banc,Béton,4.0,,,,Zone résidentielles 2,,,limite UL,2024-11-01 23:42:32,Ambroise DANSOU ,2024-11-01 23:42:32,POINT (302617.59289092186 682177.9180524437)
Reposoir  381,1.21134,6.182462,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (302085.20838089543 683707.1233405735)
Reposoir  382,1.210615,6.182732,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (302005.06212660077 683737.2541840842)
Reposoir  383,1.210565,6.182752,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (301999.5353140158 683739.4847243465)
Reposoir  384,1.210567,6.182708,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (301999.70366369846 683734.6916120931)
Reposoir  385,1.210588,6.182698,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (302002.0981198414 683733.5775833568)
Arbre isolé  386,1.21061,6.182682,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (302004.4900952872 683731.7262483718)
Reposoir  387,1.210595,6.182633,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (302002.8118329796 683726.3863633751)
Reposoir 2060,1.211773,6.174083,False,Campus Sud,Banc,Bois,4.0,,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-01 23:43:41,AWUDI Koffi Fabrice,2024-11-01 23:43:41,POINT (302129.96929670847 682780.3285844453)
Reposoir  388,1.210582,6.182588,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (302001.3192861025 683721.4145108475)
Reposoir  389,1.210593,6.182602,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (302002.6155741566 683722.8847787743)
Reposoir  390,1.210563,6.182553,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (301999.27703453286 683717.5504799531)
Reposoir  391,1.210557,6.182168,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:32,KOUGBALI ,2024-11-01 23:42:32,POINT (301998.3958725856 683674.9735189722)
Reposoir  392,1.210538,6.182202,True,Campus Nord,Banc,Béton,2.0,True,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:33,KOUGBALI ,2024-11-01 23:42:33,POINT (301996.3790468305 683678.6668781958)
Reposoir  393,1.210525,6.182217,True,Campus Nord,Banc,Béton,2.0,True,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:33,KOUGBALI ,2024-11-01 23:42:33,POINT (301994.9088255026 683680.3307829493)
Reposoir  394,1.210525,6.182217,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:33,KOUGBALI ,2024-11-01 23:42:33,POINT (301994.9088255026 683680.3307829493)
Reposoir  395,1.210525,6.182217,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:33,KOUGBALI ,2024-11-01 23:42:33,POINT (301994.9088255026 683680.3307829493)
Reposoir  396,1.210508,6.182128,True,Campus Nord,Banc,Béton,2.0,,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-01 23:42:33,KOUGBALI ,2024-11-01 23:42:33,POINT (301993.03120263084 683670.567679925)
Reposoirs  397,1.210691,6.185459,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302014.5113285928 684038.8375688993)
Reposoirs  398,1.210691,6.185459,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302014.5113285928 684038.8375688993)
Reposoirs  399,1.210732,6.185458,True,Campus Nord,Table banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302019.0508667001 684038.7116918499)
Reposoirs  400,1.210732,6.185458,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302019.0508667001 684038.7116918499)
Reposoirs  401,1.210762,6.185447,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302022.38028296 684037.5023489976)
Reposoirs  402,1.210752,6.185467,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302021.2034904094 684039.7440601413)
Reposoirs  403,1.210761,6.18547,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302022.2780422949 684040.0114065092)
Reposoirs  404,1.210731,6.185565,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302018.972746604 684050.5790356717)
Reposoirs  405,1.210717,6.185609,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302017.4246364291 684055.4062850855)
Reposoirs  406,1.210784,6.18561,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302024.84833559283 684055.5177004837)
Reposoirs  407,1.210709,6.185685,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302016.5178126247 684063.8644945028)
Reposoirs  408,1.210664,6.185717,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302011.6409749746 684067.3647228408)
Reposoirs  409,1.210747,6.185856,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302020.82243824966 684082.7344789866)
Reposoirs  410,1.210768,6.185865,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302023.19459707395 684083.7697944852)
Reposoirs  411,1.210766,6.185801,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302022.9327009083 684076.6629619179)
Reposoirs  412,1.210791,6.185719,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302025.61777051096 684067.6255050721)
Reposoirs  413,1.210806,6.185644,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302027.24263405986 684059.293909393)
Reposoirs  414,1.210838,6.185555,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302030.8140112768 684049.4037149157)
Reposoirs  415,1.210876,6.185532,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302035.02633052226 684046.8789808917)
Reposoirs  416,1.210903,6.185515,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302037.92530958063 684044.9411460537)
Reposoirs  417,1.210936,6.185512,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302041.6117882099 684044.5840442894)
Reposoirs  418,1.210953,6.185516,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302043.541311307 684045.1028871051)
Reposoirs  419,1.210833,6.185738,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:33,Sokegbe mawugnon Pascal ,2024-11-01 23:42:33,POINT (302030.35100177425 684069.6906442775)
Reposoirs  420,1.210858,6.185728,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302033.1217822166 684068.5790327805)
Reposoirs  421,1.210864,6.185718,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302033.7394955473 684067.3990934405)
Reposoirs  422,1.210836,6.185812,True,Campus Nord,Table banc,Bois,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302030.67716078355 684077.8036948905)
Reposoirs  423,1.210851,6.18586,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302032.39051322837 684083.1563625848)
Reposoirs  424,1.210888,6.185776,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302036.4583326747 684073.8746251549)
Reposoirs  425,1.210909,6.185813,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302038.783342437 684077.8925378945)
Reposoirs  426,1.210905,6.185784,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302038.30774106405 684074.7070959281)
Reposoirs  427,1.210985,6.185691,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302047.164843353 684064.4120224938)
Reposoirs  428,1.210976,6.185673,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302046.0955105424 684062.4064389701)
Reposoirs  429,1.211027,6.185571,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302051.71184466674 684051.1563919727)
Reposoirs  430,1.21099,6.185588,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302047.6411695755 684053.0133782311)
Reposoirs  431,1.210759,6.186023,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302022.1889025668 684101.2180466894)
Reposoirs  432,1.210788,6.185967,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302025.37612017663 684095.032307142)
Reposoirs  433,1.21068,6.186019,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302013.504004282 684100.7403781998)
Reposoirs  434,1.21057,6.185998,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302001.31568822765 684098.5547183115)
Reposoirs  435,1.21059,6.185998,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302003.49981119356 684098.5326191962)
Reposoirs  436,1.210712,6.185962,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Sokegbe mawugnon Pascal ,2024-11-01 23:42:34,POINT (302017.0007094062 684094.4264093238)
Reposoir  437,1.210851,6.185446,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Kpogli gédéon ,2024-11-01 23:42:34,POINT (302032.17755375616 684037.357744286)
Reposoir  438,1.210831,6.185466,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Kpogli gédéon ,2024-11-01 23:42:34,POINT (302029.9994672891 684039.5905120396)
Reposoir  439,1.210812,6.185496,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Kpogli gédéon ,2024-11-01 23:42:34,POINT (302027.91432144615 684042.9308193323)
Reposoir  440,1.210718,6.185602,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Kpogli gédéon ,2024-11-01 23:42:34,POINT (302017.5420853072 684054.6423634544)
Reposoir  441,1.21072,6.185644,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Kpogli gédéon ,2024-11-01 23:42:34,POINT (302017.7348977841 684059.2782814249)
Reposoir  442,1.210713,6.185649,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Kpogli gédéon ,2024-11-01 23:42:34,POINT (302017.01486299175 684059.8301520472)
Reposoir  443,1.210677,6.185748,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:34,Kpogli gédéon ,2024-11-01 23:42:34,POINT (302013.00401355186 684070.8006297081)
Reposoir  444,1.210636,6.185798,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302008.55215213785 684076.3661582269)
Reposoir  445,1.210641,6.185821,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302009.04026134347 684078.9593470737)
Reposoir  446,1.210643,6.185789,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302009.34489524993 684075.3504191198)
Reposoir  447,1.210652,6.185778,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302010.2516386019 684074.1027057052)
Reposoir  448,1.210685,6.185739,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302013.90352999594 684069.8063189437)
Reposoir  449,1.2107,6.185729,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302015.61273202853 684068.7191459726)
Reposoir  450,1.2107,6.185729,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302015.61273202853 684068.7191459726)
Reposoir  451,1.210779,6.185596,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302024.30412351864 684054.0248109549)
Reposoir  452,1.210787,6.185582,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302025.1628379758 684052.3848607296)
Reposoir  453,1.210783,6.185557,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302024.6819703022 684049.706708886)
Reposoir  454,1.210794,6.185503,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302025.8728535763 684043.7261379914)
Reposoir  455,1.210809,6.185484,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302027.5793895607 684041.5505875179)
Reposoir  456,1.210813,6.185458,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302028.03025471605 684038.6691187354)
Reposoir  457,1.210847,6.185468,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302031.79978579184 684039.8250016121)
Reposoir  458,1.210846,6.185504,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302031.7161590564 684043.8196117362)
Reposoir  459,1.21084,6.185527,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302031.0275634562 684046.2802840455)
Reposoir  460,1.210823,6.185555,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302029.11293560965 684049.375818801)
Reposoir  461,1.210801,6.185584,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302026.6705129313 684052.6551731593)
Reposoir  462,1.210793,6.185601,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302025.78141268645 684054.5081252535)
Reposoir 2061,1.212197,6.174896,True,Campus Sud,Banc,Béton,2.0,,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-01 23:43:41,AWUDI Koffi Fabrice,2024-11-01 23:43:41,POINT (302177.221599837 682870.0648413461)
Reposoir  463,1.21076,6.185715,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302022.276047933 684067.1512314407)
Reposoir  464,1.210738,6.185749,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302019.78333023074 684070.8775684651)
Reposoir  465,1.210728,6.185773,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302018.7132132697 684073.6046269281)
Reposoir  466,1.21072,6.185801,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302017.79378620314 684076.7072087305)
Reposoir  467,1.210705,6.185827,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302016.22102638124 684079.560049341)
Reposoir  468,1.210698,6.185866,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302015.41208002635 684083.8840267981)
Reposoir  469,1.210698,6.185866,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302015.41208002635 684083.8840267981)
Reposoir  470,1.210721,6.185836,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302017.9949685098 684080.541268734)
Reposoir  471,1.210733,6.18581,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302019.30288925173 684077.6649882738)
Reposoir  472,1.210788,6.185771,True,Campus Nord,Table banc,Béton,4.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302025.36365361646 684073.3744291988)
Reposoir  473,1.210757,6.185739,True,Campus Nord,Banc,Béton,2.0,,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-01 23:42:35,Kpogli gédéon ,2024-11-01 23:42:35,POINT (302021.87780220446 684069.7823524321)
