nom,longitude,latitude,fonctionnel,secteur,type,materiel,nombe_place,toiture,image,date_creation,zone,trame_verte,aire_repos,limite,date_collecte,agent_collecteur,info_modifier_le,geometry
Rep 1095,1.212167,6.176855,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302174.6245660655 683086.7416072128)
Rep 1096,1.212205,6.17687,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302178.87310978206 683088.3862947385)
Rep 1097,1.212212,6.176832,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302179.5967797485 683084.144309326)
Rep 1098,1.212252,6.1768,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302184.01246742357 683080.6272386352)
Rep 1099,1.212273,6.176775,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302186.4013838807 683077.8542887861)
Rep 1100,1.212303,6.176753,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302189.71392398427 683075.4468942862)
Rep 1101,1.21231,6.176765,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302190.4561653548 683076.7347009393)
Rep 1102,1.212288,6.176797,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302188.0697247758 683080.2449561174)
Rep 1103,1.212222,6.176802,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302180.6924992679 683080.8227168438)
Rep 1104,1.212235,6.17683,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302182.17883950373 683083.9513091904)
Rep 1105,1.21221,6.176895,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302179.43582676596 683091.1493320352)
Rep 1106,1.212273,6.17695,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302186.46638230106 683097.2085599967)
Rep 1107,1.212103,6.17702,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:00,Kawe 93678775,2024-11-01 23:43:00,POINT (302167.67572867876 683105.0134660366)
Rep 1108,1.212142,6.177013,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302171.91622334206 683104.2619094632)
Rep 1109,1.212112,6.177077,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302168.61916333926 683111.2774659051)
Rep 1110,1.212067,6.17708,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302163.6395229882 683111.6628485704)
Rep 1111,1.212152,6.177143,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302173.0713748648 683118.635651535)
Rep 1112,1.212065,6.177075,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302163.45318862284 683111.1104889591)
Rep 1113,1.212012,6.177032,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302157.5338272124 683106.3378305658)
Rep 1114,1.211957,6.17699,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302151.43060691 683101.7501185834)
Rep 1115,1.21196,6.177028,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302151.81380155217 683105.9883870223)
Rep 1116,1.211935,6.17699,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302149.0324055264 683101.7581742255)
Rep 1117,1.211907,6.177015,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302145.9055835885 683104.5336051175)
Rep 1118,1.211893,6.17695,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302144.4056195078 683097.3498317832)
Rep 1119,1.211945,6.176953,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302150.1256462452 683097.6992748615)
Rep 1120,1.21201,6.177052,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302157.3567799053 683108.5503672474)
Rep 1121,1.211975,6.17696,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302153.44870956184 683098.4254267393)
Rep 1122,1.211987,6.176982,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302154.74809767376 683100.8173326708)
Rep 1123,1.212033,6.177075,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302159.9481258163 683111.122262068)
Rep 1124,1.212058,6.177035,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302162.7004216357 683106.689133533)
Rep 1125,1.212123,6.177045,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302169.89873923303 683107.7709268469)
Rep 1126,1.212083,6.176973,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302165.444669492 683099.8597618967)
Rep 1127,1.21201,6.176985,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302157.33201432665 683101.1773104691)
Rep 1128,1.211897,6.176955,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302144.77643112116 683097.9015717172)
Rep 1129,1.211852,6.176945,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302139.79183567996 683096.8123446363)
Rep 1130,1.21184,6.176975,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302138.5116417618 683100.1345583476)
Rep 1131,1.21172,6.177025,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302125.2478712287 683105.7089716891)
Rep 1132,1.211752,6.177013,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:01,Kawe 93678775,2024-11-01 23:43:01,POINT (302128.7486003492 683104.4069114928)
Rep 1133,1.211742,6.177065,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302127.66093437566 683110.124749739)
Rep 1134,1.211708,6.177128,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302123.99492544215 683117.141549806)
Rep 1135,1.211727,6.177157,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302126.03469973966 683120.2682820911)
Rep 1136,1.211788,6.177148,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302132.85725223285 683119.3237192554)
Rep 1137,1.21185,6.177207,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302139.7045731362 683125.752214722)
Rep 1138,1.211825,6.177252,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302136.9541377268 683130.7383244331)
Rep 1139,1.211903,6.177283,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302145.63631905324 683134.2113998408)
Rep 1140,1.211872,6.17733,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302142.14859537093 683139.3843145847)
Rep 1141,1.211938,6.177338,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302149.53076797514 683140.281158226)
Rep 1142,1.212018,6.17739,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302158.40485374274 683145.9655322513)
Rep 1143,1.211988,6.177397,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302155.0867465489 683146.713992265)
Rep 1144,1.211843,6.177047,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302138.90722130245 683108.0593556912)
Rep 1145,1.211895,6.177,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302144.6086718071 683102.879005021)
Rep 1146,1.211875,6.17702,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302142.40237764793 683105.0983584564)
Rep 1147,1.211875,6.177047,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302142.41228465247 683108.0475813824)
Rep 1148,1.211843,6.177095,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302138.9251781755 683113.4048223424)
Rep 1149,1.21183,6.17714,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302137.4660808631 683118.3865938688)
Rep 1150,1.211937,6.177198,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302149.29427911644 683124.7983579538)
Rep 1151,1.211952,6.177148,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302150.9359964778 683119.262987995)
Rep 1152,1.21194,6.177133,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302149.6390850718 683117.6083879137)
Rep 1153,1.211983,6.176917,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302154.354997086 683093.6298415267)
Rep 1154,1.2119,6.17708,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302145.1918235292 683111.7248146354)
Rep 1155,1.211943,6.17706,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:02,Kawe 93678775,2024-11-01 23:43:02,POINT (302149.980795534 683109.4967857854)
Rep 1156,1.211973,6.177145,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302153.33295879606 683118.8862793768)
Rep 1157,1.212233,6.177143,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302182.1107455103 683118.6052914144)
Rep 1158,1.212233,6.177143,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302182.1107455103 683118.6052914144)
Rep 1159,1.212225,6.177083,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302181.16607409087 683111.9726389645)
Rep 1160,1.212225,6.177083,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302181.16607409087 683111.9726389645)
Rep 1161,1.212225,6.177083,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302181.16607409087 683111.9726389645)
Rep 1162,1.212255,6.176985,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302184.4501352077 683101.0862293442)
Rep 1163,1.212255,6.176985,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302184.4501352077 683101.0862293442)
Rep 1164,1.212285,6.176917,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302187.74534066214 683093.5176953455)
Rep 1165,1.212285,6.176917,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302187.74534066214 683093.5176953455)
Rep 1166,1.212337,6.176733,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302193.39603749197 683073.2225874299)
Rep 1167,1.21231,6.176817,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302190.47535474855 683082.4488189803)
Rep 1168,1.212355,6.176695,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:43:03,Kawe 93678775,2024-11-01 23:43:03,POINT (302195.41104860394 683068.9762661031)
Reposoir 2070,1.2121,6.174915,True,Campus Sud,Table banc,Béton,4.0,,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-01 23:43:42,AWUDI Koffi Fabrice,2024-11-01 23:43:42,POINT (302166.48384776124 682872.2431613705)
Reposoir  1169,1.216596,6.172677,True,Campus Sud,Banc,Béton,2.0,True,,,Aires sportives 1,,,limite UL,2024-11-01 23:43:03,ALFA-GANI Cissé Bilal ,2024-11-01 23:43:03,POINT (302663.3258445262 682623.0147404722)
Reposoir  1170,1.213461,6.170592,True,Campus Sud,Banc,Béton,2.0,,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302315.5725699192 682393.6016059765)
Reposoir  1171,1.213457,6.17056,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302315.0937368296 682390.1039227664)
Reposoir  1172,1.213401,6.170527,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302308.8940670933 682386.4739022306)
Reposoir  1173,1.213378,6.170552,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302306.4126281246 682389.1752587536)
Reposoir  1174,1.21337,6.170582,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302305.4831611974 682392.5714907924)
Reposoir  1175,1.213341,6.170603,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302302.2555167209 682394.8937899526)
Reposoir  1176,1.213338,6.170582,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302301.9245813836 682392.5900582449)
Reposoir  1177,1.213357,6.170519,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302303.9774090727 682385.5237693142)
Reposoir  1178,1.213334,6.170511,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:03,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:03,POINT (302301.4850847893 682384.6484558637)
Reposoir  1179,1.213323,6.170558,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302300.23876645113 682389.941382886)
Reposoir  1180,1.213276,6.170558,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302295.1291285141 682389.8678260104)
Reposoir  1181,1.213276,6.170551,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302295.0667280694 682389.0839025412)
Reposoir  1182,1.213248,6.170529,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302291.9649955098 682386.7031957965)
Reposoir  1183,1.21322,6.170579,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302288.9097425754 682392.2421844077)
Reposoir  1184,1.213237,6.170605,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302290.7956595882 682395.1478796084)
Reposoir  1185,1.213217,6.17061,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302288.5162858737 682395.7206734061)
Reposoir  1186,1.213177,6.170565,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302284.0951945699 682390.7143944489)
Reposoir  1187,1.213171,6.170544,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302283.39664997556 682388.3742923334)
Reposoir  1188,1.213127,6.170526,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302278.57284387504 682386.3964039277)
Reposoir  1189,1.213184,6.17403,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302286.12542721524 682773.9085252003)
Reposoir  1190,1.213081,6.170564,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302273.4443849804 682390.6129698734)
Reposoir  1191,1.213076,6.17054,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302272.92208690336 682388.0179036129)
Reposoir  1192,1.213104,6.170602,True,Campus Sud,Table banc,Béton,4.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302276.10419084714 682394.8907904489)
Reposoir  1193,1.213145,6.170603,True,Campus Sud,Table banc,Béton,4.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302280.5464093432 682394.9743254187)
Reposoir  1194,1.213241,6.170625,True,Campus Sud,Table banc,Béton,4.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302291.2688556233 682397.2940866187)
Reposoir  1195,1.213299,6.170648,True,Campus Sud,Table banc,Béton,4.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302297.62102792936 682399.8596508601)
Reposoir  1196,1.213114,6.170648,True,Campus Sud,Banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302277.139482995 682399.9471317374)
Reposoir  1197,1.213094,6.170701,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302275.0027770557 682405.7650637905)
Reposoir  1198,1.213052,6.170685,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302270.3426651467 682404.0797095126)
Reposoir  1199,1.213053,6.17066,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302270.48275429936 682401.2944070083)
Reposoir  1200,1.213042,6.170645,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302269.20984913537 682399.6485683458)
Reposoir  1201,1.21305,6.170612,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302270.1183850687 682395.9526873807)
Reposoir  1202,1.213033,6.170592,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302268.1628528648 682393.7428812037)
Reposoir  1203,1.213031,6.170608,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302267.93298933445 682395.5032505026)
Reposoir  1204,1.213004,6.170659,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302265.00325720187 682401.173430663)
Reposoir 2071,1.212089,6.174877,True,Campus Sud,Banc,Béton,2.0,,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-01 23:43:42,AWUDI Koffi Fabrice,2024-11-01 23:43:42,POINT (302165.3216754788 682867.9614318793)
Reposoir  1205,1.213014,6.170703,True,Campus Sud,Table banc,Béton,2.0,True,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-01 23:43:04,DOUMASHIE Simon Pierre 91095712,2024-11-01 23:43:04,POINT (302266.14654195384 682406.085633731)
